PID,Condition,uniteam,fluency_ind_1,fluency_ind_2,fluency_ind_3,flex_ind_1,flex_ind_2,flex_ind_3,novel_ind_1,novel_ind_2,novel_ind_3,fluency_team_1,fluency_team_2,fluency_team_3,flex_team_1,flex_team_2,flex_team_3,novel_team_1,novel_team_2,novel_team_3,ind1,ind2,ind3,team1,team2,team3
532,2,4,15,9,9,9,6,6,0.984439611,0.981013677,0.967781852,32,17,17,20,14,12,0.982238326,0.987114269,0.981412855,84,86,78,52,94,86
963,2,4,6,4,5,6,4,4,0.973452526,0.975160901,0.963153071,32,17,17,20,14,12,0.982238326,0.987114269,0.981412855,74,82,80,52,94,86
177,1,2,6,4,4,5,3,4,0.97203034,0.968322607,0.958180568,31,27,17,21,17,12,0.984317626,0.985507441,0.983036093,70,78,46,26,28,20
346,1,2,18,19,10,14,10,9,0.98468744,0.981335479,0.981484876,31,27,17,21,17,12,0.984317626,0.985507441,0.983036093,40,72,24,26,28,20
823,1,2,13,14,10,12,12,9,0.982585476,0.986696931,0.977818515,31,27,17,21,17,12,0.984317626,0.985507441,0.983036093,54,62,62,26,28,20
682,1,1,4,4,5,3,4,5,0.97998781,0.976568785,0.959211732,32,24,21,21,17,14,0.986358161,0.986130124,0.980127389,74,73,62,32,44,54
697,1,1,12,10,7,9,9,6,0.974434512,0.974859212,0.968091201,32,24,21,21,17,14,0.986358161,0.986130124,0.980127389,40,82,80,32,44,54
959,1,1,6,8,8,4,8,7,0.990428462,0.977323009,0.965882473,32,24,21,21,17,14,0.986358161,0.986130124,0.980127389,60,96,82,32,44,54
185,2,17,11,11,10,11,9,10,0.972639848,0.976047685,0.978460128,28,36,37,20,24,23,0.983965054,0.987598065,0.987954417,44,74,52,20,40,54
565,2,17,11,12,15,9,10,15,0.988778795,0.984882006,0.981026581,28,36,37,20,24,23,0.983965054,0.987598065,0.987954417,34,72,66,20,40,54
870,2,17,6,10,6,6,10,5,0.975213328,0.971409122,0.977085243,28,36,37,20,24,23,0.983965054,0.987598065,0.987954417,58,76,82,20,40,54
548,2,16,8,11,12,7,10,10,0.984051199,0.986433116,0.972011261,22,26,21,15,18,15,0.984079889,0.985777292,0.979098844,68,70,42,44,88,90
623,2,16,4,5,3,4,5,3,0.978870378,0.980209171,0.962190651,22,26,21,15,18,15,0.984079889,0.985777292,0.979098844,52,88,84,44,88,90
872,2,16,14,13,13,8,12,12,0.979444033,0.980444334,0.973778971,22,26,21,15,18,15,0.984079889,0.985777292,0.979098844,74,82,96,44,88,90
101,3,15,8,9,6,5,6,6,0.974502235,0.972365245,0.966926367,32,29,29,22,20,18,0.983412686,0.988385727,0.984238196,56,90,80,42,26,28
708,3,15,11,13,7,10,11,7,0.983285927,0.989603317,0.972174938,32,29,29,22,20,18,0.983412686,0.988385727,0.984238196,54,48,68,42,26,28
986,3,15,10,10,5,8,9,5,0.978537919,0.974296058,0.983501375,32,29,29,22,20,18,0.983412686,0.988385727,0.984238196,56,54,68,42,26,28
222,1,14,13,11,11,12,8,10,0.974110408,0.985457021,0.981139392,37,36,46,24,22,28,0.985473351,0.98515791,0.986618466,42,48,46,46,44,60
603,1,14,11,12,11,9,10,7,0.989841528,0.975431648,0.975585368,37,36,46,24,22,28,0.985473351,0.98515791,0.986618466,63,78,72,46,44,60
403,1,14,NA,9,7,NA,7,6,NA,0.975417896,0.975448475,37,36,46,24,22,28,0.985473351,0.98515791,0.986618466,52,72,62,46,44,60
330,1,13,13,10,10,11,10,9,0.97855781,0.979123089,0.975756187,33,26,24,22,20,16,0.985744432,0.985235779,0.983220743,50,76,70,36,26,28
424,1,13,7,5,5,7,5,4,0.972310907,0.974456959,0.961778185,33,26,24,22,20,16,0.985744432,0.985235779,0.983220743,64,84,70,36,26,28
766,1,13,9,6,8,9,5,7,0.981624453,0.969965138,0.982412924,33,26,24,22,20,16,0.985744432,0.985235779,0.983220743,38,42,32,36,26,28
307,3,12,10,11,4,8,6,4,0.975102508,0.980984422,0.977543538,37,36,31,25,25,21,0.983928418,0.985590517,0.983685775,50,68,66,56,32,26
454,3,12,12,11,11,9,7,10,0.978396316,0.978680611,0.981095325,37,36,31,25,25,21,0.983928418,0.985590517,0.983685775,63,80,76,56,32,26
836,3,12,9,9,10,7,8,10,0.985696871,0.977715205,0.974085493,37,36,31,25,25,21,0.983928418,0.985590517,0.983685775,54,98,72,56,32,26
213,1,11,4,5,5,4,4,4,0.970642015,0.97851971,0.962144821,21,19,10,18,16,6,0.982748974,0.983613603,0.978485492,54,84,72,42,18,32
587,1,11,9,11,3,7,7,3,0.975904104,0.97432897,0.955392606,21,19,10,18,16,6,0.982748974,0.983613603,0.978485492,46,80,72,42,18,32
992,1,11,8,7,6,8,6,5,0.978464039,0.970003448,0.966468072,21,19,10,18,16,6,0.982748974,0.983613603,0.978485492,42,54,70,42,18,32
287,2,21,8,6,5,8,5,5,0.982984559,0.975596675,0.975985335,38,35,36,26,22,22,0.984881263,0.985875531,0.986035514,58,70,96,46,84,96
605,2,21,12,12,11,9,9,9,0.981076218,0.98075376,0.981126573,38,35,36,26,22,22,0.984881263,0.985875531,0.986035514,52,82,88,46,84,96
876,2,21,13,13,13,11,8,12,0.980589504,0.975945294,0.983926935,38,35,36,26,22,22,0.984881263,0.985875531,0.986035514,36,80,90,46,84,96
431,2,20,14,15,14,12,9,12,0.978173797,0.979736525,0.975853575,37,50,40,23,31,27,0.984279541,0.986557782,0.982997169,52,68,66,30,68,60
716,2,20,13,18,10,12,13,8,0.97380677,0.981178812,0.98111824,37,50,40,23,31,27,0.984279541,0.986557782,0.982997169,42,68,64,30,68,60
802,2,20,6,6,6,6,5,5,0.979683056,0.979485117,0.961350443,37,50,40,23,31,27,0.984279541,0.986557782,0.982997169,42,82,78,30,68,60
228,1,19,13,13,5,10,9,5,0.975619667,0.987344514,0.964436297,39,42,33,25,25,18,0.988064155,0.989938464,0.98672071,49,78,86,34,28,32
982,1,19,9,10,8,8,9,8,0.984197932,0.981255028,0.968148488,39,42,33,25,25,18,0.988064155,0.989938464,0.98672071,36,52,52,34,28,32
597,1,18,9,5,4,7,4,4,0.968102397,0.971440064,0.957286893,23,24,23,18,17,17,0.979304986,0.983543597,0.983553814,46,60,66,28,32,68
718,1,18,8,5,3,8,3,3,0.969524584,0.968624296,0.963183624,23,24,23,18,17,17,0.979304986,0.983543597,0.983553814,52,40,72,28,32,68
296,3,30,15,20,15,12,14,13,0.981740146,0.984184159,0.974488237,27,25,19,19,15,15,0.985510573,0.985125604,0.982458452,52,56,80,52,56,46
770,3,30,11,9,7,10,7,7,0.981973329,0.968579601,0.965038628,27,25,19,19,15,15,0.985510573,0.985125604,0.982458452,50,64,62,52,56,46
522,3,29,8,9,7,6,6,6,0.981105242,0.975499159,0.987225023,24,23,22,19,18,17,0.987123559,0.983461172,0.984461744,56,72,38,40,32,34
816,3,29,9,10,9,7,9,7,0.986143844,0.977715205,0.975160403,24,23,22,19,18,17,0.987123559,0.983461172,0.984461744,54,98,82,40,32,34
425,2,28,8,11,10,8,11,10,0.976838684,0.989139179,0.980568286,28,32,26,21,26,20,0.983888836,0.986702842,0.985191083,42,76,94,40,82,66
446,2,28,8,12,11,7,9,8,0.972295076,0.981395817,0.978492864,28,32,26,21,26,20,0.983888836,0.986702842,0.985191083,38,76,76,40,82,66
200,1,27,11,8,7,9,7,6,0.977989977,0.971490346,0.974859238,28,32,31,18,24,16,0.986023652,0.984848105,0.986814169,68,72,66,58,34,40
383,1,27,16,21,14,13,16,9,0.98031796,0.98145807,0.982290166,28,32,31,18,24,16,0.986023652,0.984848105,0.986814169,60,62,30,58,34,40
399,1,26,10,14,10,9,10,9,0.979920087,0.974336283,0.97808516,38,34,33,24,21,19,0.986365897,0.985033779,0.985691867,38,54,64,32,34,42
429,1,26,13,11,9,13,9,9,0.986340762,0.977583559,0.97428455,38,34,33,24,21,19,0.986365897,0.985033779,0.985691867,48,82,80,32,34,42
342 (392),1,26,11,8,10,8,7,9,0.975932235,0.98234558,0.979743355,38,34,33,24,21,19,0.986365897,0.985033779,0.985691867,36,72,64,32,34,42
514,2,56,15,13,9,12,12,8,0.978680753,0.979109681,0.966452796,29,28,18,20,20,12,0.985883082,0.984036552,0.980448629,66,86,98,48,100,78
539,2,56,4,5,6,4,4,6,0.984234051,0.968155001,0.96914146,29,28,18,20,20,12,0.985883082,0.984036552,0.980448629,66,83,68,48,100,78
630,2,55,8,8,6,6,6,6,0.981105242,0.966261062,0.971891231,19,23,19,15,14,10,0.985926256,0.982941523,0.980907447,62,70,50,42,64,68
637,2,55,4,3,3,4,3,2,0.988317757,0.988736927,0.972960587,19,23,19,15,14,10,0.985926256,0.982941523,0.980907447,48,56,86,42,64,68
965,2,54,7,6,6,7,5,6,0.973704069,0.979619201,0.973571647,16,16,11,11,13,10,0.98490613,0.987095713,0.981847134,32,90,68,36,78,84
386,2,53,4,5,3,4,5,3,0.974502235,0.980289622,0.937366331,15,27,10,10,16,8,0.982929255,0.982049956,0.980737309,58,76,62,42,54,68
985,2,53,6,8,6,5,7,5,0.9707436,0.979133146,0.960433853,15,27,10,10,16,8,0.982929255,0.982049956,0.980737309,28,60,80,42,54,68
990,1,52,10,11,7,10,10,5,0.978301504,0.981459811,0.979769543,18,20,17,15,16,14,0.982289161,0.985025129,0.983014862,52,58,64,54,56,74
298,1,51,12,3,3,8,3,3,0.982585476,0.963126844,0.961503208,24,22,28,16,15,16,0.985492869,0.984640501,0.983754929,54,44,66,54,36,40
348,1,50,13,13,9,10,10,7,0.977001219,0.98224342,0.966819432,34,35,26,24,21,19,0.984262474,0.984956751,0.982751997,44,62,90,26,36,36
491,1,50,9,11,8,9,9,8,0.979804957,0.98010678,0.979777727,34,35,26,24,21,19,0.984262474,0.984956751,0.982751997,38,78,54,26,36,36
523,1,50,15,6,6,12,5,5,0.982400447,0.96621078,0.965169569,34,35,26,24,21,19,0.984262474,0.984956751,0.982751997,46,68,90,26,36,36
